City,State,Latitude,Longitude,01_Avg,02_Avg,03_Avg,04_Avg,05_Avg,06_Avg,07_Avg,08_Avg,09_Avg,10_Avg,11_Avg,12_Avg,Jan_temp,Jan_precip,Jan_humid,Jan_cloud,Feb_temp,Feb_precip,Feb_humid,Feb_cloud,Mar_temp,Mar_precip,Mar_humid,Mar_cloud,Apr_temp,Apr_precip,Apr_humid,Apr_cloud,May_temp,May_precip,May_humid,May_cloud,Jun_temp,Jun_precip,Jun_humid,Jun_cloud,Jul_temp,Jul_precip,Jul_humid,Jul_cloud,Aug_temp,Aug_precip,Aug_humid,Aug_cloud,Sep_temp,Sep_precip,Sep_humid,Sep_cloud,Oct_temp,Oct_precip,Oct_humid,Oct_cloud,Nov_temp,Nov_precip,Nov_humid,Nov_cloud,Dec_temp,Dec_precip,Dec_humid,Dec_cloud,Region4,Region9,Population
Washington,District of Columbia,38.9071923,-77.03687070000002,649,575,788,774,967,939,896,872,720,813,762,766,37.6,2.6,62.36,41.5,42.6,3.3,65.26,24.5,44.8,3.5,54.5,23.2,58.9,3.0,59.8,26.4,69.3,6.7,66.55,43.0,75.7,3.7,64.67,42.3,81.0,9.5,65.89,34.7,78.8,4.3,67.63,38.5,74.4,4.1,69.34,40.0,63.0,4.0,68.8,37.7,46.4,4.0,64.76,41.7,41.7,3.6,65.26,43.6,South,South Atlantic,646449
Boston,Massachusetts,42.3600825,-71.0588801,304,210,350,373,532,679,586,566,392,385,409,373,31.8,4.1,62.45,28.6,34.9,3.3,64.47,7.7,37.5,3.0,56.27,9.4,48.6,5.8,65.26,16.7,58.4,3.0,69.62,33.6,67.2,4.5,67.98,33.1,76.3,4.8,64.2,24.4,73.8,2.8,68.1,25.9,67.1,3.7,70.81,30.0,56.0,4.8,73.1,27.4,42.1,4.8,64.23,30.8,36.7,3.7,58.69,29.6,Northeast,New England,645966
Worcester,Massachusetts,42.26259320000001,-71.8022934,101,89,112,117,148,188,164,180,151,153,151,133,26.0,4.0,66.9,42.3,31.0,3.6,67.39,38.5,32.2,3.9,59.34,41.2,45.6,6.2,66.42,47.7,56.3,3.9,68.94,50.5,65.3,3.9,68.16,37.8,71.6,4.1,71.31,32.9,69.4,4.0,73.9,33.7,63.2,4.4,76.68,38.5,52.5,7.0,77.08,44.6,37.0,4.8,68.86,42.3,28.8,4.8,70.48,40.7,Northeast,New England,182544
Springfield,Massachusetts,42.1014831,-72.589811,98,77,107,115,137,148,142,146,130,131,118,126,27.2,4.4,67.64,59.7,32.1,3.7,68.33,56.3,34.7,3.1,58.32,54.1,48.1,6.1,66.37,63.6,59.4,4.1,68.56,67.1,67.7,4.5,68.4,55.4,74.0,5.3,71.43,46.5,71.3,4.7,74.53,50.9,64.7,5.1,77.19,49.4,54.2,6.8,76.67,55.4,38.3,4.1,68.68,56.1,29.8,4.8,71.18,57.1,Northeast,New England,153703
Lowell,Massachusetts,42.633424700000006,-71.3161718,57,50,77,75,90,103,91,99,79,89,82,87,28.7,2.5,63.75,48.8,33.4,2.3,64.01,47.0,34.6,2.4,58.4,48.2,48.2,5.0,64.12,55.5,58.6,3.0,67.65,56.4,67.9,4.8,66.83,46.2,74.7,4.3,67.95,36.1,72.3,3.4,70.9,38.8,65.3,3.5,74.56,41.7,54.6,4.9,75.08,48.8,39.5,4.1,67.48,46.6,30.9,2.8,67.16,45.8,Northeast,New England,108861
New Bedford,Massachusetts,41.6362152,-70.934205,46,39,55,50,65,70,62,73,54,70,57,55,32.0,5.8,70.01,39.0,35.7,3.1,71.22,33.1,36.7,4.0,60.3,31.4,48.0,5.0,72.59,39.7,57.3,2.9,77.31,46.1,66.0,2.8,75.23,34.6,73.5,3.1,75.54,28.4,72.4,3.4,77.65,34.0,65.4,3.6,80.82,35.4,55.8,4.7,80.14,41.2,42.7,5.1,71.38,36.2,34.5,4.3,70.94,34.8,Northeast,New England,95078
Brockton,Massachusetts,42.08343350000001,-71.0183787,74,55,81,70,92,111,92,114,100,97,95,86,30.5,5.0,66.89,34.2,34.9,3.1,66.53,32.3,36.1,4.7,59.71,40.3,48.5,6.8,66.58,33.2,58.1,3.6,70.58,33.1,67.1,3.7,69.96,24.6,73.6,4.0,71.65,18.8,72.0,3.1,73.77,21.2,65.4,5.5,76.55,27.1,55.7,6.2,75.26,36.9,41.7,5.0,68.14,32.2,33.0,4.5,67.63,30.6,Northeast,New England,94089
Quincy,Massachusetts,42.25287720000001,-71.0022705,66,49,64,62,83,109,107,110,86,89,85,73,30.8,4.8,64.86,34.7,34.7,3.2,66.07,25.7,36.2,3.3,56.55,29.8,48.2,6.6,65.72,24.7,57.6,3.8,70.21,30.1,66.9,5.1,68.77,25.8,74.2,5.2,68.36,21.7,72.2,2.9,70.66,21.4,66.3,4.6,73.18,28.0,56.7,5.8,73.37,30.1,42.1,4.6,65.61,30.9,34.1,3.9,62.31,29.9,Northeast,New England,93494
Lynn,Massachusetts,42.466763,-70.9494938,56,45,52,64,75,87,89,81,72,67,74,74,31.1,3.5,62.65,48.7,35.1,3.0,63.75,42.1,36.2,3.2,58.0,41.5,48.5,5.9,65.06,48.5,57.7,3.0,70.28,55.5,67.4,4.8,67.71,48.7,74.6,4.2,67.84,38.1,72.7,2.9,70.39,39.7,66.3,3.4,73.18,43.4,56.3,4.9,72.86,48.1,41.8,4.8,64.71,47.1,34.1,3.5,61.94,46.4,Northeast,New England,91589
Fall River,Massachusetts,41.7014912,-71.1550451,30,24,31,36,47,44,43,49,56,49,48,42,32.6,1.7,73.27,18.1,35.2,0.0,86.29,0.0,38.1,0.0,46.36,0.5,48.5,0.6,77.38,3.5,57.6,1.0,75.88,19.0,66.6,1.1,77.61,10.2,74.6,0.7,77.99,12.0,73.3,0.9,80.97,13.6,66.6,1.8,83.39,16.4,56.7,2.0,79.58,16.7,43.4,2.6,72.56,15.9,36.0,1.7,67.58,14.2,Northeast,New England,88697
Newton,Massachusetts,42.3370413,-71.2092214,50,31,61,67,85,120,123,105,61,61,67,69,30.0,4.2,63.12,28.7,34.3,2.8,64.39,19.5,35.7,3.2,54.53,23.6,48.4,6.8,63.66,21.3,57.7,4.0,68.43,26.6,66.9,5.3,68.4,22.3,74.2,5.4,67.66,17.4,71.6,2.8,69.99,17.7,65.7,4.4,74.02,22.2,55.4,5.8,72.51,26.4,40.7,4.8,65.78,26.5,33.3,3.7,61.88,27.7,Northeast,New England,87971
Somerville,Massachusetts,42.3875968,-71.0994968,29,22,34,38,49,67,54,57,34,39,42,39,31.5,3.8,61.91,40.0,35.1,3.1,63.65,26.0,37.1,2.9,56.46,26.2,48.7,5.8,64.49,32.7,58.2,3.1,69.0,43.2,67.4,4.8,67.15,41.0,75.8,4.9,64.54,32.7,73.5,3.0,67.5,33.8,67.0,4.3,71.01,36.3,56.6,5.5,72.36,35.4,42.2,5.0,64.22,38.2,35.6,3.9,59.34,36.9,Northeast,New England,78804
Lawrence,Massachusetts,42.7070354,-71.1631137,21,24,20,24,33,39,33,33,27,34,33,26,29.7,2.2,62.11,45.8,34.0,2.0,62.65,42.9,34.8,2.5,58.34,45.3,48.7,4.0,63.12,53.2,59.0,2.7,66.49,52.8,68.4,5.2,65.05,41.0,75.3,3.5,65.76,29.7,73.2,3.5,68.73,32.3,66.3,3.8,71.79,36.9,55.8,4.7,71.98,48.2,40.7,3.8,64.11,45.8,32.1,3.2,64.12,42.6,Northeast,New England,77657
Waltham,Massachusetts,42.37648520000001,-71.2356113,31,27,38,49,59,67,61,68,37,47,48,40,30.0,3.3,61.33,46.4,34.5,2.7,62.21,40.0,35.9,2.7,56.02,39.3,48.6,5.9,62.71,45.8,58.1,3.2,67.43,49.1,67.5,4.9,66.38,43.4,74.9,5.0,65.46,35.3,72.6,3.1,67.65,37.0,66.3,4.6,72.27,36.3,56.4,6.0,72.33,36.2,41.5,5.1,65.45,38.7,33.3,4.2,62.03,36.5,Northeast,New England,62227
Haverhill,Massachusetts,42.7762015,-71.0772796,44,42,57,65,74,92,89,94,71,79,72,74,29.6,2.2,62.19,46.9,34.0,2.1,62.7,44.0,34.8,2.5,58.22,46.1,48.6,4.1,63.11,54.1,58.9,2.7,66.5,54.0,68.3,5.2,65.09,42.4,75.2,3.4,66.07,30.9,73.0,3.5,69.06,33.5,66.2,3.9,72.06,38.1,55.7,4.7,72.2,49.2,40.6,3.9,64.32,46.8,32.1,3.1,64.31,42.7,Northeast,New England,62088
Malden,Massachusetts,42.4250964,-71.066163,29,16,23,23,37,44,43,40,32,30,34,36,31.4,3.8,62.08,45.5,35.2,3.1,63.49,35.6,36.8,2.9,56.82,34.8,48.7,5.7,64.57,42.2,58.2,3.0,69.31,52.9,67.7,4.6,66.68,48.8,75.6,4.7,65.11,39.9,73.5,2.9,67.86,40.6,67.0,3.7,71.32,44.3,56.8,4.6,72.24,43.8,42.4,4.5,64.02,45.5,35.3,3.4,59.63,45.1,Northeast,New England,60509
Medford,Massachusetts,42.4184296,-71.10616390000001,30,20,27,32,48,57,56,56,39,46,43,40,31.2,3.7,61.69,43.9,35.1,3.0,63.16,32.9,36.8,2.9,56.39,32.5,48.7,5.8,64.05,39.1,58.2,3.1,68.65,47.3,67.5,4.8,66.82,44.0,75.6,4.9,64.79,35.7,73.4,3.0,67.48,36.8,66.8,4.3,71.1,38.9,56.6,5.5,72.11,38.5,42.2,5.0,64.25,40.9,35.0,3.9,59.95,39.6,Northeast,New England,57170
Taunton,Massachusetts,41.900101,-71.08976740000001,39,30,46,43,56,71,66,69,63,57,55,61,31.3,4.7,66.47,41.5,35.5,3.3,67.09,39.1,36.3,5.3,59.77,39.4,48.8,6.6,67.45,46.5,58.2,3.1,70.85,51.7,67.0,3.1,70.94,39.3,73.9,3.3,71.85,29.5,72.3,2.6,73.85,33.6,65.3,4.4,77.43,37.1,55.9,5.7,76.12,44.3,41.9,5.5,68.9,39.5,33.7,4.7,68.9,39.3,Northeast,New England,56069
Chicopee,Massachusetts,42.14870429999999,-72.6078672,26,31,41,45,45,60,65,64,51,47,45,41,27.1,4.2,67.71,58.8,31.9,3.6,68.48,55.2,34.5,3.1,58.42,53.1,47.9,6.1,66.55,62.6,59.2,4.1,68.82,66.0,67.5,4.6,68.7,54.1,73.8,5.4,71.71,45.2,71.1,4.6,74.83,50.0,64.6,5.3,77.47,47.7,54.0,6.8,77.07,53.5,38.0,4.1,69.06,54.2,29.6,4.8,71.44,55.5,Northeast,New England,55717
Revere,Massachusetts,42.40843020000001,-71.0119948,27,18,21,23,33,32,31,40,35,37,31,37,31.7,3.9,62.6,52.1,35.5,3.2,63.72,44.3,36.8,3.0,57.74,42.9,48.7,5.7,65.25,49.9,58.2,3.0,70.09,58.9,67.7,4.6,66.98,54.2,75.6,4.7,65.58,45.1,73.8,3.0,68.14,45.7,67.2,3.7,70.88,49.0,57.0,4.5,71.55,49.9,42.7,4.9,63.55,50.8,35.4,3.7,60.11,50.6,Northeast,New England,53756
Peabody,Massachusetts,42.5278731,-70.92866090000003,33,21,33,34,59,63,63,72,50,65,52,41,30.4,3.2,63.6,48.3,34.5,2.8,64.33,44.2,35.3,3.4,59.39,44.9,48.0,6.2,65.95,51.3,57.3,3.0,71.58,55.0,67.0,5.3,69.34,44.6,73.4,3.7,71.69,31.2,71.7,3.0,74.04,34.6,65.2,3.5,76.71,39.3,55.3,5.4,74.73,49.5,40.9,5.0,66.19,45.8,32.7,3.5,64.91,43.8,Northeast,New England,52044
Methuen,Massachusetts,42.7262016,-71.19089240000002,38,23,38,51,51,73,62,75,62,58,54,53,29.6,2.2,62.39,45.9,34.0,2.0,62.9,43.0,34.8,2.4,58.55,45.6,48.6,4.1,63.35,53.2,58.9,2.9,66.71,52.9,68.3,5.2,65.34,41.1,75.2,3.4,66.18,29.9,73.1,3.5,69.17,32.5,66.3,3.8,72.16,37.1,55.7,4.8,72.34,48.2,40.6,3.8,64.43,45.8,32.0,3.1,64.5,42.8,Northeast,New England,48514
Pittsfield,Massachusetts,42.4500845,-73.2453824,31,22,32,44,45,55,56,56,55,54,52,45,24.3,4.1,69.16,61.4,29.5,3.3,68.02,57.5,30.9,2.3,61.01,55.1,45.1,4.2,65.53,60.4,56.8,4.5,68.42,61.1,64.6,4.3,69.03,43.9,70.5,4.0,72.21,35.6,68.0,5.2,75.22,43.4,62.1,4.3,76.86,45.5,51.7,5.3,75.07,58.5,35.8,4.0,69.64,60.9,27.9,3.7,71.34,59.9,Northeast,New England,44057
Attleboro,Massachusetts,41.9445441,-71.2856082,28,26,35,38,49,61,59,58,41,45,43,52,30.6,4.8,67.7,37.5,34.7,3.2,67.57,29.7,36.0,3.8,58.48,30.0,48.2,6.7,67.2,35.7,58.2,4.3,70.74,44.8,67.1,4.3,71.31,35.5,74.3,3.5,71.55,27.7,72.3,3.3,73.25,31.0,65.2,4.9,77.82,34.2,54.9,5.3,77.91,38.5,40.9,5.3,70.01,33.9,33.2,4.6,68.69,34.9,Northeast,New England,43886
Everett,Massachusetts,42.408429999999996,-71.0536625,13,8,15,12,18,23,24,25,20,15,19,15,31.6,3.9,62.28,46.5,35.3,3.2,63.71,35.6,36.9,2.9,57.1,34.9,48.7,5.8,64.89,41.9,58.2,3.0,69.51,52.0,67.6,4.7,66.97,48.5,75.8,4.9,64.91,39.8,73.8,3.0,67.71,40.6,67.1,4.2,70.8,43.5,56.8,5.3,71.87,43.1,42.5,4.9,63.83,45.1,35.6,3.8,59.67,44.4,Northeast,New England,42935
Salem,Massachusetts,42.51954,-70.8967155,32,28,46,50,57,72,61,76,51,54,45,49,30.5,3.2,63.51,48.2,34.6,2.8,64.26,44.0,35.4,3.4,59.25,44.6,48.0,6.1,65.86,51.0,57.3,3.0,71.46,54.9,67.1,5.3,69.2,44.8,73.5,3.7,71.36,31.6,71.8,3.0,73.72,34.9,65.3,3.5,76.42,39.5,55.4,5.3,74.57,49.3,41.0,5.0,66.05,45.8,32.8,3.5,64.63,44.0,Northeast,New England,42544
Westfield,Massachusetts,42.1250929,-72.749538,24,21,26,31,38,47,38,41,43,37,37,31,27.0,3.8,68.4,51.7,31.7,3.3,69.41,47.8,34.4,2.3,59.49,47.5,47.9,5.5,67.2,56.1,59.3,4.0,69.67,58.3,67.6,3.9,69.5,43.1,73.9,4.6,72.68,35.2,71.2,3.0,75.66,40.2,64.7,4.7,78.0,40.9,53.9,6.9,77.64,51.7,37.9,3.9,69.15,51.4,29.5,4.3,70.95,49.9,Northeast,New England,41301
Leominster,Massachusetts,42.5250906,-71.759794,36,28,34,35,49,65,54,60,44,56,55,44,28.2,3.1,65.21,44.9,33.0,3.1,65.45,41.6,35.1,2.9,57.4,43.8,48.8,5.8,63.27,52.5,58.8,3.9,67.65,53.1,68.0,4.8,67.0,38.4,74.2,3.6,69.95,29.7,71.6,5.7,72.15,32.8,64.9,4.5,74.21,38.5,54.1,6.5,75.64,48.7,38.8,3.7,67.56,45.7,30.1,2.7,68.49,42.6,Northeast,New England,41002
Beverly,Massachusetts,42.5584283,-70.880049,29,19,36,34,38,56,45,54,39,42,39,34,30.3,3.2,63.85,48.5,34.4,2.7,64.43,44.9,35.1,3.5,59.84,45.8,47.7,6.2,66.64,52.3,57.2,3.0,71.96,56.2,67.0,5.3,69.67,44.7,73.1,3.4,72.65,30.7,71.5,3.1,74.89,34.5,64.9,3.5,77.53,39.4,55.2,5.3,75.05,50.8,40.8,5.1,66.48,46.6,32.3,3.5,65.74,44.3,Northeast,New England,40664
Fitchburg,Massachusetts,42.583422799999994,-71.8022955,30,23,30,30,47,47,48,49,50,48,41,35,28.1,3.1,65.42,45.2,32.9,3.0,65.62,41.9,34.9,2.9,57.65,44.0,48.7,5.7,63.54,52.7,58.7,3.9,67.79,53.2,68.0,4.8,67.17,38.7,74.1,3.6,70.12,30.1,71.6,5.8,72.38,33.0,64.8,4.5,74.46,38.7,54.0,6.5,75.83,48.8,38.7,3.8,67.81,45.9,30.0,2.5,68.71,42.9,Northeast,New England,40383
Holyoke,Massachusetts,42.2042586,-72.61620090000002,18,9,15,16,21,27,25,28,19,23,20,23,27.0,4.3,67.57,60.5,31.9,3.7,68.31,56.9,34.5,3.3,58.2,54.2,47.9,6.3,66.46,64.0,59.2,4.1,68.71,67.7,67.5,4.9,68.62,56.7,73.8,5.6,71.58,47.5,71.1,4.9,74.73,52.3,64.5,5.5,77.43,49.0,53.9,6.8,77.06,53.4,38.0,4.1,69.17,54.4,29.5,4.9,71.67,56.5,Northeast,New England,40249
Marlborough,Massachusetts,42.3459271,-71.55228740000003,21,26,30,32,43,54,50,48,36,36,41,34,27.7,3.3,64.52,46.5,32.6,3.0,64.84,43.9,34.0,3.1,57.67,45.1,47.5,6.0,63.93,53.1,57.7,3.5,67.77,54.8,67.0,4.3,67.03,43.0,73.5,4.2,69.08,35.1,71.1,4.1,71.48,37.3,64.2,3.9,74.78,40.8,53.4,6.2,75.42,48.5,38.3,4.3,67.56,45.8,30.2,3.4,67.9,43.4,Northeast,New England,39414
Woburn,Massachusetts,42.479261799999996,-71.1522765,25,14,24,28,33,44,45,51,35,36,29,28,30.0,3.3,61.59,47.4,34.5,2.7,62.33,42.1,35.8,2.8,56.2,41.1,48.6,5.9,62.95,48.9,58.1,3.0,67.85,55.0,67.8,4.6,66.13,48.4,74.9,4.8,65.85,39.3,72.6,2.8,68.17,40.7,66.4,3.5,72.74,44.1,56.4,4.6,72.78,44.0,41.6,4.3,65.12,45.5,33.5,3.0,61.28,44.4,Northeast,New England,39083
Chelsea,Massachusetts,42.3917638,-71.03282840000001,8,10,10,14,19,23,20,20,12,16,15,16,31.7,4.0,62.63,49.9,35.5,3.2,63.84,40.9,36.9,3.0,57.35,39.9,48.7,5.8,65.3,46.6,58.2,3.0,70.04,57.1,67.7,4.6,66.98,52.8,75.7,4.8,65.27,44.0,73.9,2.8,68.03,44.4,67.3,3.6,70.67,48.2,57.0,4.5,71.58,48.3,42.7,4.8,63.56,49.5,35.6,3.6,59.82,49.4,Northeast,New England,37670
Baltimore,Maryland,39.2903848,-76.6121893,1152,968,1097,1106,1091,1358,919,1298,1057,1224,1111,1152,37.3,2.5,59.24,0.6,43.2,3.4,58.82,0.1,44.2,3.9,51.6,0.0,58.9,3.3,55.19,0.4,68.7,6.3,66.01,0.2,77.0,2.2,59.86,0.2,81.9,7.0,63.05,0.3,78.9,5.7,67.13,0.2,74.2,4.1,68.8,0.2,63.5,3.8,66.51,0.2,47.2,3.6,59.76,0.2,41.0,3.7,62.63,0.3,South,South Atlantic,622104
Frederick,Maryland,39.414268799999995,-77.41054090000002,197,152,178,194,244,339,192,263,229,198,191,197,33.7,4.9,68.76,47.8,39.4,4.8,68.9,43.5,40.3,5.5,60.71,44.0,56.1,6.0,62.46,44.7,64.9,9.9,74.02,50.8,72.0,5.1,68.95,37.1,76.2,11.3,73.5,34.3,73.6,7.8,77.89,38.8,68.8,8.2,78.41,38.8,59.3,7.3,75.25,42.0,43.4,4.6,68.71,43.9,36.9,4.3,71.87,48.6,South,South Atlantic,66893
Gaithersburg,Maryland,39.143968900000004,-77.2016062,115,90,99,120,137,148,108,131,117,115,102,109,34.4,3.1,66.9,56.3,41.1,3.3,65.26,48.6,41.5,3.7,58.72,46.8,56.6,3.4,61.46,50.2,65.8,6.6,74.03,52.4,72.4,2.4,71.0,37.9,76.5,10.4,75.15,30.3,74.0,4.7,78.99,35.5,69.4,5.8,80.29,40.6,59.3,3.9,76.14,40.2,43.1,3.9,68.75,39.0,36.9,4.2,72.39,44.8,South,South Atlantic,65690
Rockville,Maryland,39.0839973,-77.1527578,62,58,55,67,79,95,76,98,87,70,69,67,35.4,3.5,65.98,54.0,41.4,3.2,65.5,39.4,42.7,4.9,57.42,39.2,57.3,4.3,61.38,42.3,66.6,7.0,72.25,48.5,73.0,2.7,69.74,37.2,77.2,10.4,72.98,31.1,74.8,6.0,76.77,36.2,70.2,11.2,78.57,41.5,59.7,3.6,74.21,40.1,43.6,4.3,67.65,39.4,37.5,3.9,70.56,45.4,South,South Atlantic,64072
Bowie,Maryland,39.0067768,-76.77913649999998,121,110,139,128,153,186,125,165,120,156,146,119,34.4,3.0,69.75,22.0,40.6,3.4,69.49,18.3,41.4,3.5,62.26,19.2,55.8,2.7,64.53,21.0,65.1,6.5,75.93,35.8,72.4,3.0,72.41,37.8,76.9,9.0,75.26,36.9,74.6,3.5,78.52,47.8,70.5,3.8,78.48,51.6,60.1,4.0,75.63,52.7,44.1,4.1,68.27,56.6,39.2,4.2,68.55,49.6,South,South Atlantic,56759
Annapolis,Maryland,38.9784453,-76.4921829,117,106,142,148,185,228,177,186,168,166,156,146,37.0,1.9,66.87,20.4,41.2,2.9,71.14,12.3,43.8,3.1,61.19,13.3,57.8,2.6,65.04,14.6,68.9,4.9,71.01,20.9,76.1,1.5,68.94,15.2,81.2,7.3,71.12,11.5,79.4,4.8,72.14,13.2,75.0,2.6,73.04,21.3,63.5,3.5,72.69,16.5,47.2,3.7,68.41,16.9,41.0,2.8,69.72,10.2,South,South Atlantic,38722
Oklahoma City,Oklahoma,35.4675602,-97.5164276,606,517,749,724,900,921,828,965,786,847,688,729,38.8,1.2,62.5,42.4,43.3,2.1,67.96,50.2,52.8,2.0,60.3,44.3,59.2,5.6,64.27,45.7,70.2,6.2,69.44,42.0,77.9,5.2,68.1,36.9,82.5,1.6,63.38,31.2,79.7,8.4,69.52,40.3,75.1,4.9,72.4,42.3,59.8,5.0,67.88,39.5,48.1,0.6,65.93,41.6,41.3,3.2,66.36,45.9,South,West South Central,610613
Tulsa,Oklahoma,36.1539816,-95.992775,459,487,678,682,770,793,661,705,632,650,535,574,40.0,2.8,62.68,39.6,44.8,2.7,65.4,47.8,53.7,3.8,57.83,47.2,60.4,6.4,60.49,44.9,71.5,8.9,66.72,45.6,79.4,3.9,66.33,39.7,83.2,3.4,66.67,33.5,79.8,7.8,72.18,42.9,76.6,4.2,68.8,37.3,61.6,7.0,67.64,38.6,50.3,2.6,63.62,45.8,42.7,2.3,63.66,49.4,South,West South Central,398121
Norman,Oklahoma,35.2225668,-97.4394777,142,139,197,188,249,230,240,232,168,219,169,165,38.9,1.4,64.18,34.6,43.4,2.7,69.69,43.7,52.5,8.0,62.64,39.0,58.9,5.6,65.75,39.7,70.0,7.5,70.75,36.5,77.4,5.8,69.97,30.5,81.9,1.9,65.78,23.7,79.3,9.4,71.35,34.7,74.8,6.5,73.91,33.9,59.7,5.3,69.25,31.5,48.2,0.9,65.55,35.4,41.6,3.6,65.54,39.3,South,West South Central,118197
Broken Arrow,Oklahoma,36.060949,-95.7974526,155,190,252,274,278,263,275,281,236,237,211,187,39.4,2.5,63.02,44.2,44.6,2.6,66.47,53.4,53.2,3.5,58.87,49.4,60.2,6.4,61.81,47.8,71.7,8.5,67.37,45.7,79.4,3.8,66.67,38.9,83.0,3.2,66.92,33.0,79.9,7.6,72.18,42.0,76.7,4.1,70.24,38.6,61.1,6.3,69.27,39.9,49.3,2.6,64.46,45.2,42.5,2.1,64.5,48.6,South,West South Central,103500
Edmond,Oklahoma,35.6528323,-97.4780954,233,229,304,300,400,389,372,444,300,315,247,257,39.0,1.2,62.34,30.7,43.5,2.0,67.6,38.1,52.9,1.8,60.37,32.5,59.4,5.7,63.79,31.6,70.8,6.3,68.27,27.9,78.5,4.6,67.18,18.8,83.1,2.0,62.86,14.0,80.1,7.2,68.85,23.1,76.0,4.1,70.38,27.2,60.3,4.8,67.22,29.5,48.3,0.7,65.51,30.0,41.6,2.6,65.52,32.1,South,West South Central,87004
Moore,Oklahoma,35.339507899999994,-97.48670279999999,83,92,107,120,134,123,145,144,118,130,115,107,38.8,1.3,63.15,41.3,43.3,2.4,68.81,50.0,52.6,5.6,61.22,44.6,58.9,5.5,64.96,46.2,69.9,7.0,70.46,42.6,77.4,5.5,69.53,37.9,81.9,1.7,65.07,31.7,79.2,8.6,70.85,41.6,74.6,5.8,73.81,41.5,59.5,5.1,68.94,37.5,48.0,0.7,65.82,41.3,41.3,4.0,66.04,45.9,South,West South Central,58414
Midwest City,Oklahoma,35.4495065,-97.39670190000001,82,58,91,89,108,109,99,112,97,98,78,92,39.2,1.5,61.79,32.5,43.4,2.3,68.73,40.2,53.0,4.8,60.28,33.8,59.3,5.9,63.8,33.2,70.2,7.2,69.55,29.6,77.3,6.2,69.61,22.9,81.9,1.4,64.74,18.1,79.3,8.1,70.21,28.5,74.8,6.0,72.83,35.2,59.7,5.1,68.13,31.6,48.3,0.7,64.85,34.8,41.6,7.0,65.33,39.1,South,West South Central,56756
Enid,Oklahoma,36.3955891,-97.8783911,53,51,75,73,83,97,81,96,73,76,67,48,36.6,2.1,66.52,36.7,40.6,1.2,72.21,40.3,50.0,2.6,65.76,37.0,57.1,3.9,69.1,34.6,69.3,7.9,74.32,35.4,78.4,5.2,69.64,28.8,82.4,3.2,66.27,25.8,78.9,7.7,73.98,34.0,75.0,9.0,75.35,27.5,58.3,7.3,71.97,30.8,45.7,1.1,71.86,28.0,39.1,2.2,70.79,32.3,South,West South Central,50725
Stillwater,Oklahoma,36.1156071,-97.0583681,35,35,59,73,93,103,80,68,52,38,37,46,37.8,1.7,61.77,5.2,42.4,2.3,65.59,6.4,51.4,1.4,58.53,5.5,58.7,5.4,61.84,5.3,70.1,7.7,67.09,4.8,78.1,4.1,66.17,3.2,82.3,2.3,63.29,2.4,79.1,5.5,69.58,3.9,75.4,4.6,69.99,4.4,59.2,5.0,67.74,5.2,46.8,1.2,65.17,5.1,40.4,1.7,64.46,5.2,South,West South Central,47186
Portland,Oregon,45.5051064,-122.6750261,733,731,935,989,1145,1168,1152,1188,937,1037,918,891,40.3,4.2,79.09,70.2,40.1,5.4,80.72,81.9,46.6,4.0,72.75,68.3,52.6,3.8,70.5,73.0,60.5,1.2,65.92,56.6,64.3,1.0,62.06,55.2,70.1,0.3,58.28,32.2,70.9,0.4,61.02,41.2,63.9,2.7,68.88,53.9,53.3,3.4,73.44,49.5,47.0,3.6,78.72,67.5,42.1,4.2,80.06,70.1,West,Pacific,609456
Salem,Oregon,44.9428975,-123.0350963,199,187,253,252,298,310,301,338,288,268,214,235,41.3,5.3,79.35,59.4,41.1,7.6,79.78,75.1,46.5,4.3,72.97,59.0,51.6,5.0,71.12,65.5,58.8,1.2,67.22,46.6,63.7,0.6,60.44,41.9,69.6,0.1,55.73,21.7,70.2,0.2,57.78,23.4,62.9,1.9,67.26,40.2,52.6,3.3,72.38,39.7,46.1,3.9,80.4,58.5,41.4,4.9,83.56,63.1,West,Pacific,160614
Eugene,Oregon,44.0520691,-123.08675359999998,213,204,254,284,318,350,356,371,288,287,260,229,40.0,4.2,87.91,64.4,40.5,7.0,87.29,73.6,45.1,3.6,82.56,64.5,50.5,5.0,79.22,68.9,56.8,1.3,76.49,55.6,61.9,1.0,68.35,49.4,68.0,0.1,61.0,29.4,68.7,0.2,62.44,39.8,61.7,2.2,70.29,51.5,51.3,2.3,77.16,46.2,44.7,4.2,86.59,60.1,40.1,4.5,89.09,63.5,West,Pacific,159190
Gresham,Oregon,45.5098502,-122.4347608,92,95,119,119,143,138,142,162,134,137,121,116,40.5,3.7,77.06,62.3,40.1,4.8,78.58,78.1,46.9,4.0,71.44,62.4,52.8,4.5,70.0,68.8,60.5,1.5,66.86,51.4,64.4,1.5,62.87,49.9,70.2,0.2,58.17,27.0,70.8,0.5,60.76,31.7,63.7,2.6,67.98,49.2,53.9,3.8,70.49,45.8,47.4,3.6,75.08,60.8,42.2,4.0,77.15,62.0,West,Pacific,109397
